"wSom","date","year","type"
5.94,2014-01-15,2014,"Observed"
5.56,2014-01-22,2014,"Imputed"
6,2014-01-29,2014,"Observed"
4.34,2014-02-05,2014,"Imputed"
2.68,2014-02-12,2014,"Observed"
3.53,2014-02-19,2014,"Observed"
4.03,2014-02-26,2014,"Observed"
4.5,2014-03-05,2014,"Imputed"
4.97,2014-03-12,2014,"Observed"
5.95,2014-03-19,2014,"Observed"
6.21,2014-03-26,2014,"Observed"
6.81,2014-04-02,2014,"Observed"
8.165,2014-04-09,2014,"Imputed"
9.52,2014-04-16,2014,"Observed"
8.79,2014-04-23,2014,"Observed"
10.43,2014-04-30,2014,"Imputed"
12.07,2014-05-07,2014,"Imputed"
13.71,2014-05-14,2014,"Observed"
14.3,2014-05-21,2014,"Observed"
14.07,2014-05-28,2014,"Observed"
16.74,2014-06-04,2014,"Observed"
16.4,2014-06-11,2014,"Observed"
17.08,2014-06-18,2014,"Observed"
18.15,2014-06-25,2014,"Observed"
19.52,2014-07-02,2014,"Observed"
20.93,2014-07-09,2014,"Observed"
21.83,2014-07-16,2014,"Observed"
20.08,2014-07-23,2014,"Observed"
21.48,2014-07-30,2014,"Observed"
22.19,2014-08-06,2014,"Observed"
21.1,2014-08-13,2014,"Observed"
21.27,2014-08-20,2014,"Observed"
21.1,2014-08-27,2014,"Observed"
18.47,2014-09-03,2014,"Observed"
18.68,2014-09-10,2014,"Observed"
18.05,2014-09-17,2014,"Observed"
17.34,2014-09-24,2014,"Observed"
16.66,2014-10-01,2014,"Imputed"
17.83,2014-10-08,2014,"Observed"
16.22,2014-10-15,2014,"Observed"
13.51,2014-10-22,2014,"Observed"
12.48,2014-10-29,2014,"Imputed"
12.32,2014-11-05,2014,"Observed"
10.555,2014-11-12,2014,"Imputed"
8.79,2014-11-19,2014,"Observed"
8.31,2014-11-26,2014,"Observed"
7.29,2014-12-03,2014,"Observed"
7.28,2014-12-10,2014,"Imputed"
7.27,2014-12-17,2014,"Observed"
5.38,2014-12-24,2014,"Imputed"
5.88,2014-12-31,2014,"Imputed"
6.38,2015-01-01,2015,"Imputed"
6.13,2015-01-08,2015,"Imputed"
5.84,2015-01-15,2015,"Imputed"
6.07,2015-01-22,2015,"Imputed"
6.3,2015-01-29,2015,"Imputed"
6.67,2015-02-05,2015,"Imputed"
7.04,2015-02-12,2015,"Imputed"
7.38,2015-02-19,2015,"Imputed"
7.60333333333333,2015-02-26,2015,"Imputed"
7.82666666666667,2015-03-05,2015,"Imputed"
8.05,2015-03-12,2015,"Imputed"
8.31,2015-03-19,2015,"Imputed"
8.725,2015-03-26,2015,"Imputed"
9.14,2015-04-02,2015,"Imputed"
10.21,2015-04-09,2015,"Imputed"
11.28,2015-04-16,2015,"Imputed"
11.8,2015-04-23,2015,"Imputed"
12.1,2015-04-30,2015,"Imputed"
14.45,2015-05-07,2015,"Imputed"
16.8,2015-05-14,2015,"Imputed"
17.94,2015-05-21,2015,"Imputed"
16.77,2015-05-28,2015,"Imputed"
18.235,2015-06-04,2015,"Imputed"
19.7,2015-06-11,2015,"Imputed"
20.25,2015-06-18,2015,"Imputed"
21.9,2015-06-25,2015,"Imputed"
21.33,2015-07-02,2015,"Imputed"
21.0775,2015-07-09,2015,"Imputed"
20.825,2015-07-16,2015,"Imputed"
21.24,2015-07-23,2015,"Imputed"
21.145,2015-07-30,2015,"Imputed"
21.05,2015-08-06,2015,"Imputed"
20.7625,2015-08-13,2015,"Imputed"
20.475,2015-08-20,2015,"Imputed"
19.1475,2015-08-27,2015,"Imputed"
17.82,2015-09-03,2015,"Imputed"
16.97,2015-09-10,2015,"Imputed"
17.23,2015-09-17,2015,"Imputed"
16.815,2015-09-24,2015,"Imputed"
16.4,2015-10-01,2015,"Imputed"
15.32,2015-10-08,2015,"Imputed"
14.7725,2015-10-15,2015,"Imputed"
14.225,2015-10-22,2015,"Imputed"
12.6,2015-10-29,2015,"Imputed"
11.6716666666667,2015-11-05,2015,"Imputed"
10.7433333333333,2015-11-12,2015,"Imputed"
9.815,2015-11-19,2015,"Imputed"
8.88666666666667,2015-11-26,2015,"Imputed"
7.95833333333333,2015-12-03,2015,"Imputed"
7.03,2015-12-10,2015,"Imputed"
6.325,2015-12-17,2015,"Imputed"
5.62,2015-12-24,2015,"Imputed"
5.18666666666667,2015-12-31,2015,"Imputed"
4.75333333333333,2016-01-01,2016,"Imputed"
4.32,2016-01-08,2016,"Imputed"
5.3,2016-01-15,2016,"Imputed"
5.26,2016-01-22,2016,"Imputed"
5.22,2016-01-29,2016,"Imputed"
5.435,2016-02-05,2016,"Imputed"
5.65,2016-02-12,2016,"Imputed"
5.49,2016-02-19,2016,"Imputed"
5.73,2016-02-26,2016,"Imputed"
5.97,2016-03-04,2016,"Imputed"
6.59,2016-03-11,2016,"Imputed"
7.21,2016-03-18,2016,"Imputed"
7.83,2016-03-25,2016,"Imputed"
8.665,2016-04-01,2016,"Imputed"
9.5,2016-04-08,2016,"Observed"
10.835,2016-04-15,2016,"Imputed"
12.17,2016-04-22,2016,"Observed"
13.47,2016-04-29,2016,"Imputed"
14.77,2016-05-06,2016,"Imputed"
14.22,2016-05-13,2016,"Imputed"
15.94,2016-05-20,2016,"Imputed"
17.2,2016-05-27,2016,"Imputed"
17.275,2016-06-03,2016,"Imputed"
17.35,2016-06-10,2016,"Observed"
17.37,2016-06-17,2016,"Imputed"
19.73,2016-06-24,2016,"Imputed"
18.32,2016-07-01,2016,"Imputed"
18.02,2016-07-08,2016,"Imputed"
18.61,2016-07-15,2016,"Imputed"
19.4825,2016-07-22,2016,"Imputed"
20.355,2016-07-29,2016,"Observed"
19.5,2016-08-05,2016,"Imputed"
21.04,2016-08-12,2016,"Imputed"
20.56,2016-08-19,2016,"Imputed"
20.08,2016-08-26,2016,"Observed"
18.56,2016-09-02,2016,"Imputed"
17.7,2016-09-09,2016,"Imputed"
17.15,2016-09-16,2016,"Imputed"
15.99,2016-09-23,2016,"Imputed"
15.2425,2016-09-30,2016,"Imputed"
14.495,2016-10-07,2016,"Observed"
13.29,2016-10-14,2016,"Imputed"
9.89,2016-10-21,2016,"Imputed"
9.574,2016-10-28,2016,"Imputed"
9.258,2016-11-04,2016,"Imputed"
8.942,2016-11-11,2016,"Imputed"
8.626,2016-11-18,2016,"Imputed"
8.31,2016-11-25,2016,"Imputed"
6.81,2016-12-02,2016,"Imputed"
5.31,2016-12-09,2016,"Imputed"
5.01,2016-12-16,2016,"Imputed"
4.755,2016-12-23,2016,"Imputed"
4.5,2016-12-30,2016,"Imputed"
4.245,2017-01-01,2017,"Imputed"
3.99,2017-01-08,2017,"Imputed"
3.51,2017-01-15,2017,"Imputed"
3.72,2017-01-22,2017,"Imputed"
3.93,2017-01-29,2017,"Imputed"
4.14,2017-02-05,2017,"Imputed"
4.35,2017-02-12,2017,"Imputed"
4.56,2017-02-19,2017,"Imputed"
4.54,2017-02-26,2017,"Imputed"
4.74,2017-03-05,2017,"Imputed"
4.94,2017-03-12,2017,"Imputed"
5.53,2017-03-19,2017,"Imputed"
6.12,2017-03-26,2017,"Imputed"
6.28,2017-04-02,2017,"Imputed"
6.78,2017-04-09,2017,"Imputed"
7.89,2017-04-16,2017,"Imputed"
9,2017-04-23,2017,"Imputed"
10.175,2017-04-30,2017,"Imputed"
11.35,2017-05-07,2017,"Imputed"
11.26,2017-05-14,2017,"Imputed"
14.66,2017-05-21,2017,"Imputed"
15.445,2017-05-28,2017,"Imputed"
16.23,2017-06-04,2017,"Imputed"
15.35,2017-06-11,2017,"Imputed"
16.45,2017-06-18,2017,"Imputed"
16.97,2017-06-25,2017,"Imputed"
18.28,2017-07-02,2017,"Imputed"
19.22,2017-07-09,2017,"Imputed"
19.83,2017-07-16,2017,"Imputed"
20.37,2017-07-23,2017,"Imputed"
21.4,2017-07-30,2017,"Imputed"
20.91,2017-08-06,2017,"Imputed"
19.92,2017-08-13,2017,"Imputed"
20.57,2017-08-20,2017,"Imputed"
20.72,2017-08-27,2017,"Imputed"
21.45,2017-09-03,2017,"Imputed"
17.28,2017-09-10,2017,"Imputed"
16.34,2017-09-17,2017,"Imputed"
17.26,2017-09-24,2017,"Imputed"
13.72,2017-10-01,2017,"Imputed"
13.56,2017-10-08,2017,"Imputed"
13.7,2017-10-15,2017,"Imputed"
13.47,2017-10-22,2017,"Imputed"
12.09,2017-10-29,2017,"Imputed"
9.85,2017-11-05,2017,"Imputed"
9.22666666666667,2017-11-12,2017,"Imputed"
8.60333333333333,2017-11-19,2017,"Imputed"
7.98,2017-11-26,2017,"Imputed"
7.39,2017-12-03,2017,"Imputed"
7.1,2017-12-10,2017,"Imputed"
6.81,2017-12-17,2017,"Imputed"
6.45,2017-12-24,2017,"Imputed"
6.09,2017-12-31,2017,"Imputed"
5.73,2018-01-01,2018,"Imputed"
5.37,2018-01-08,2018,"Imputed"
5.21333333333333,2018-01-15,2018,"Imputed"
5.05666666666667,2018-01-22,2018,"Imputed"
4.9,2018-01-29,2018,"Imputed"
5.51,2018-02-05,2018,"Imputed"
4.75,2018-02-12,2018,"Imputed"
3.99,2018-02-19,2018,"Imputed"
4.72,2018-02-26,2018,"Imputed"
5.12,2018-03-05,2018,"Imputed"
5.86,2018-03-12,2018,"Imputed"
6.6,2018-03-19,2018,"Imputed"
7.51,2018-03-26,2018,"Imputed"
8.15,2018-04-02,2018,"Imputed"
7.935,2018-04-09,2018,"Imputed"
7.72,2018-04-16,2018,"Imputed"
9.7,2018-04-23,2018,"Imputed"
11.2,2018-04-30,2018,"Imputed"
12.7,2018-05-07,2018,"Imputed"
14.2,2018-05-14,2018,"Imputed"
16.77,2018-05-21,2018,"Imputed"
16.9,2018-05-28,2018,"Imputed"
15.63,2018-06-04,2018,"Imputed"
15.43,2018-06-11,2018,"Imputed"
17.99,2018-06-18,2018,"Imputed"
16.81,2018-06-25,2018,"Imputed"
18.19,2018-07-02,2018,"Imputed"
19.81,2018-07-09,2018,"Imputed"
19.91,2018-07-16,2018,"Imputed"
22.56,2018-07-23,2018,"Imputed"
21.72,2018-07-30,2018,"Imputed"
22.71,2018-08-06,2018,"Imputed"
21.34,2018-08-13,2018,"Imputed"
20.1066666666667,2018-08-20,2018,"Imputed"
18.8733333333333,2018-08-27,2018,"Imputed"
17.64,2018-09-03,2018,"Imputed"
17.15,2018-09-10,2018,"Imputed"
16.78,2018-09-17,2018,"Imputed"
16.31,2018-09-24,2018,"Imputed"
14.99,2018-10-01,2018,"Imputed"
14.62,2018-10-08,2018,"Imputed"
13.21,2018-10-15,2018,"Imputed"
13.03,2018-10-22,2018,"Imputed"
12.61,2018-10-29,2018,"Imputed"
11.98,2018-11-05,2018,"Imputed"
11.06,2018-11-12,2018,"Imputed"
10.37,2018-11-19,2018,"Imputed"
9.68,2018-11-26,2018,"Imputed"
8.1,2018-12-03,2018,"Imputed"
6.87,2018-12-10,2018,"Imputed"
6.95,2018-12-17,2018,"Imputed"
6.638,2018-12-24,2018,"Imputed"
6.326,2018-12-31,2018,"Imputed"
6.014,2019-01-01,2019,"Imputed"
5.702,2019-01-08,2019,"Imputed"
5.39,2019-01-15,2019,"Imputed"
5.35,2019-01-22,2019,"Imputed"
5.26,2019-01-29,2019,"Imputed"
5.89714285714286,2019-02-05,2019,"Imputed"
6.53428571428571,2019-02-12,2019,"Imputed"
7.17142857142857,2019-02-19,2019,"Imputed"
7.80857142857143,2019-02-26,2019,"Imputed"
8.44571428571428,2019-03-05,2019,"Imputed"
9.08285714285714,2019-03-12,2019,"Imputed"
9.72,2019-03-19,2019,"Imputed"
10.3571428571429,2019-03-26,2019,"Imputed"
10.9942857142857,2019-04-02,2019,"Imputed"
11.6314285714286,2019-04-09,2019,"Imputed"
12.2685714285714,2019-04-16,2019,"Imputed"
12.9057142857143,2019-04-23,2019,"Imputed"
13.5428571428571,2019-04-30,2019,"Imputed"
14.18,2019-05-07,2019,"Imputed"
13.66,2019-05-14,2019,"Imputed"
16.1,2019-05-21,2019,"Imputed"
16.69,2019-05-28,2019,"Imputed"
17.28,2019-06-04,2019,"Imputed"
19.76,2019-06-11,2019,"Imputed"
18.85,2019-06-18,2019,"Imputed"
18.47,2019-06-25,2019,"Imputed"
19.01,2019-07-02,2019,"Imputed"
19.55,2019-07-09,2019,"Imputed"
20.34,2019-07-16,2019,"Imputed"
20.58,2019-07-23,2019,"Imputed"
20.51,2019-07-30,2019,"Imputed"
21.59,2019-08-06,2019,"Imputed"
19.97,2019-08-13,2019,"Imputed"
20.11,2019-08-20,2019,"Imputed"
20.02,2019-08-27,2019,"Imputed"
19.95,2019-09-03,2019,"Imputed"
18.592,2019-09-10,2019,"Imputed"
17.234,2019-09-17,2019,"Imputed"
15.876,2019-09-24,2019,"Imputed"
14.518,2019-10-01,2019,"Imputed"
13.16,2019-10-08,2019,"Imputed"
13.85,2019-10-15,2019,"Imputed"
12.66,2019-10-22,2019,"Observed"
10.9,2019-10-29,2019,"Imputed"
11.28,2019-11-05,2019,"Imputed"
10.92,2019-11-12,2019,"Imputed"
9.105,2019-11-19,2019,"Imputed"
7.29,2019-11-26,2019,"Imputed"
7.68,2019-12-03,2019,"Imputed"
7.72,2019-12-10,2019,"Imputed"
6.97,2019-12-17,2019,"Imputed"
6.7575,2019-12-24,2019,"Imputed"
6.545,2019-12-31,2019,"Imputed"
6.3325,2020-01-01,2020,"Imputed"
6.12,2020-01-08,2020,"Observed"
5.355,2020-01-15,2020,"Imputed"
4.59,2020-01-22,2020,"Observed"
4.98,2020-01-29,2020,"Observed"
4.58,2020-02-05,2020,"Observed"
4.83,2020-02-12,2020,"Observed"
4.885,2020-02-19,2020,"Imputed"
4.94,2020-02-26,2020,"Observed"
4.97,2020-03-04,2020,"Observed"
5.95166666666667,2020-03-11,2020,"Imputed"
6.93333333333333,2020-03-18,2020,"Imputed"
7.915,2020-03-25,2020,"Imputed"
8.89666666666667,2020-04-01,2020,"Imputed"
9.87833333333333,2020-04-08,2020,"Imputed"
10.86,2020-04-15,2020,"Imputed"
11.53,2020-04-22,2020,"Observed"
11.49,2020-04-29,2020,"Observed"
12.48,2020-05-06,2020,"Imputed"
13.47,2020-05-13,2020,"Observed"
14.46,2020-05-20,2020,"Observed"
14.48,2020-05-27,2020,"Observed"
15.6,2020-06-03,2020,"Observed"
15.74,2020-06-10,2020,"Imputed"
16.44,2020-06-17,2020,"Observed"
17.78,2020-06-24,2020,"Observed"
16.57,2020-07-01,2020,"Observed"
17.21,2020-07-08,2020,"Observed"
19.35,2020-07-15,2020,"Observed"
20.84,2020-07-22,2020,"Observed"
20.92,2020-07-29,2020,"Observed"
20.98,2020-08-05,2020,"Observed"
19.6,2020-08-12,2020,"Observed"
20.65,2020-08-19,2020,"Observed"
19.65,2020-08-26,2020,"Observed"
19.75,2020-09-02,2020,"Observed"
20.03,2020-09-09,2020,"Imputed"
18.53,2020-09-16,2020,"Observed"
18.32,2020-09-23,2020,"Observed"
17.98,2020-09-30,2020,"Observed"
17.34,2020-10-07,2020,"Observed"
14.77,2020-10-14,2020,"Observed"
13.93,2020-10-21,2020,"Observed"
12.95,2020-10-28,2020,"Observed"
11.05,2020-11-04,2020,"Imputed"
9.64,2020-11-11,2020,"Imputed"
8.23,2020-11-18,2020,"Observed"
8.38,2020-11-25,2020,"Observed"
7.6,2020-12-02,2020,"Observed"
7.97,2020-12-09,2020,"Observed"
6.99,2020-12-16,2020,"Observed"
6.61333333333333,2020-12-23,2020,"Imputed"
6.23666666666667,2020-12-30,2020,"Imputed"
5.86,2021-01-01,2021,"Imputed"
5.56,2021-01-08,2021,"Imputed"
5.85,2021-01-15,2021,"Imputed"
5.36,2021-01-22,2021,"Imputed"
4.87,2021-01-29,2021,"Imputed"
4.38,2021-02-05,2021,"Imputed"
4.57,2021-02-12,2021,"Imputed"
4.37,2021-02-19,2021,"Imputed"
5.09,2021-02-26,2021,"Imputed"
5.34,2021-03-05,2021,"Imputed"
5.41,2021-03-12,2021,"Imputed"
6.06,2021-03-19,2021,"Imputed"
6.71,2021-03-26,2021,"Imputed"
7.36,2021-04-02,2021,"Imputed"
8.01,2021-04-09,2021,"Observed"
10.025,2021-04-16,2021,"Imputed"
12.04,2021-04-23,2021,"Imputed"
12.46,2021-04-30,2021,"Imputed"
14.3,2021-05-07,2021,"Imputed"
14.26,2021-05-14,2021,"Imputed"
14.22,2021-05-21,2021,"Observed"
14.19,2021-05-28,2021,"Observed"
16.845,2021-06-04,2021,"Observed"
16.43,2021-06-11,2021,"Imputed"
17.635,2021-06-18,2021,"Imputed"
18.84,2021-06-25,2021,"Observed"
19.47,2021-07-02,2021,"Imputed"
20.95,2021-07-09,2021,"Imputed"
19.93,2021-07-16,2021,"Imputed"
21.19,2021-07-23,2021,"Imputed"
22.45,2021-07-30,2021,"Observed"
21.99,2021-08-06,2021,"Observed"
20.53,2021-08-13,2021,"Imputed"
19.3,2021-08-20,2021,"Imputed"
18.27,2021-08-27,2021,"Imputed"
18.505,2021-09-03,2021,"Imputed"
18.74,2021-09-10,2021,"Observed"
