"cu","Rmeas","year","enhanced","2.5%","10%","50%","90%","97.5%","line_y"
"Hucuktlis","BYO",2007,"0",-1.0141746235725,-0.81297633637503,-0.455512595858267,-0.113848395234915,0.082865318465017,1.40689169297372
"Hucuktlis","BYO",2008,"0",-0.559644100553404,-0.345919512100182,0.0025718080159951,0.339376622290009,0.527632523992137,1.40689169297372
"Hucuktlis","BYO",2009,"0",-0.771601832308261,-0.539550159401016,-0.161614786233962,0.20062149802457,0.411997959634884,1.40689169297372
"Hucuktlis","BYO",2010,"0",0.193989985386426,0.425845535603679,0.797214136616724,1.14405627615544,1.33989685045116,1.40689169297372
"Hucuktlis","BYO",2011,"0",-0.125974374413623,0.0915317632136839,0.451029633814721,0.779570826837447,0.960669598842883,1.40689169297372
"Hucuktlis","BYO",2012,"0",-0.570351416838471,-0.36650667950546,-0.0115717796654096,0.334119710211977,0.527894347096139,1.40689169297372
"Hucuktlis","BYO",2013,"0",-0.924632231955923,-0.693365660204356,-0.325013057554855,0.0349616812620758,0.245944881769291,1.40689169297372
"Hucuktlis","BYO",2014,"0",-0.862607892773252,-0.638445806274712,-0.265274181482899,0.0928487517777715,0.315448072106788,1.40689169297372
"Hucuktlis","BYO",2015,"0",-0.703303328618821,-0.427129290511966,0.0161645803795336,0.435019214288451,0.667040604216072,1.40689169297372
"Hucuktlis","BYO",2016,"0",-0.775928013969583,-0.518112081601043,-0.0841061499106397,0.338106389949978,0.595244012802723,1.40689169297372
"Hucuktlis","BYO",2017,"0",-0.924134303892685,-0.657388369999632,-0.213924270617984,0.221904718407474,0.483685838592435,1.40689169297372
"Hucuktlis","BYO",2018,"0",-0.847814086821095,-0.584611606927601,-0.146994813884596,0.262467795973036,0.50335785849935,1.40689169297372
"Hucuktlis","BYO",2019,"0",-0.916126586311815,-0.677974258650668,-0.316695110978913,0.0493963686500195,0.257530979424285,1.40689169297372
"Hucuktlis","BYO",2020,"0",-0.748631360350911,-0.515093639024815,-0.133581022379398,0.237476463820159,0.457464378428568,1.40689169297372
"Hucuktlis","BYO",2021,"0",-0.686616962936378,-0.470577010018614,-0.119275014430662,0.227303823642025,0.427293775482576,1.40689169297372
"Hucuktlis","BYB",1978,"1",-0.549660229347704,-0.364204904384199,-0.0221357302640204,0.349268855414042,0.5802845573,1.31034587358349
"Hucuktlis","BYB",1979,"1",-0.543635328189441,-0.356263270757607,-0.039691793647096,0.285933971505802,0.48349409643007,1.31034587358349
"Hucuktlis","BYB",1980,"1",-0.0781511784776803,0.118322881054359,0.446506284427483,0.753040949746393,0.937703105703821,1.31034587358349
"Hucuktlis","BYB",1981,"1",-0.713218575159635,-0.526159098663554,-0.2332440444299,0.0563440002992718,0.233464737021554,1.31034587358349
"Hucuktlis","BYB",1982,"1",-0.495185967835415,-0.30548275229863,0.00455868795692016,0.284628089249691,0.462830502338786,1.31034587358349
"Hucuktlis","BYB",1983,"1",-0.316087267144964,-0.118701456104903,0.19509658179829,0.485945957083421,0.658813756859286,1.31034587358349
"Hucuktlis","BYB",1984,"1",-0.709608300495919,-0.51251812380246,-0.201236158587573,0.104428651922972,0.28367951240238,1.31034587358349
"Hucuktlis","BYB",1985,"1",-0.403297010773122,-0.209993815344059,0.0898544702301427,0.379145438713534,0.546442645681902,1.31034587358349
"Hucuktlis","BYB",1986,"1",-0.201681080964606,-0.00285498544482987,0.334684520223951,0.669674223867418,0.87571222523184,1.31034587358349
"Hucuktlis","BYB",1987,"1",-0.495975208018086,-0.299495473936775,0.00991051394952525,0.308980237498403,0.492722960333103,1.31034587358349
"Hucuktlis","BYB",1988,"1",-0.0395098578179777,0.159639890048462,0.471367384628126,0.754569912120503,0.917898764034046,1.31034587358349
"Hucuktlis","BYB",1989,"1",-0.164766916165992,0.0468170308734072,0.368302947579591,0.664792164239187,0.828827842009094,1.31034587358349
"Hucuktlis","BYB",1990,"1",-0.577624898858366,-0.367041235117446,-0.0441168360848359,0.267192179847015,0.44704014264117,1.31034587358349
"Hucuktlis","BYB",1991,"1",-0.619620811929965,-0.417666660750009,-0.108088420731898,0.193128340150717,0.380338406944995,1.31034587358349
"Hucuktlis","BYB",1992,"1",-0.261666320661512,-0.0680545392086381,0.228094698849816,0.51264648579631,0.673943352855401,1.31034587358349
"Hucuktlis","BYB",1993,"1",-0.341645312247508,-0.149617127099758,0.163705006653687,0.443525515439475,0.607222094742149,1.31034587358349
"Hucuktlis","BYB",1994,"1",-1.00493606444721,-0.829266915973404,-0.516111456995486,-0.193603023712983,-0.00413242203005534,1.31034587358349
"Hucuktlis","BYB",1995,"1",-0.798556609289608,-0.599712195727891,-0.275732030933615,0.071300204140224,0.269614549987304,1.31034587358349
"Hucuktlis","BYB",1996,"1",-0.312771494661605,-0.105136357443395,0.216637765624334,0.501079641534037,0.667811100728227,1.31034587358349
"Hucuktlis","BYB",1997,"1",-0.664882001473911,-0.458568180233334,-0.131299900955566,0.170542598943591,0.346150080997317,1.31034587358349
"Hucuktlis","BYB",1998,"1",-1.49739901934713,-1.30947469193405,-0.986999272893345,-0.656232383257186,-0.442842376428933,1.31034587358349
"Hucuktlis","BYB",1999,"1",-1.08437355619513,-0.88630904600851,-0.567835535690767,-0.261099982089548,-0.0731787334909756,1.31034587358349
"Hucuktlis","BYB",2000,"1",-1.62455409181738,-1.4430005908883,-1.12244604417091,-0.779352768760573,-0.570785648083698,1.31034587358349
"Hucuktlis","BYB",2001,"1",-0.800613748898021,-0.603741947243838,-0.283872729442833,0.0247797883367268,0.205336942524797,1.31034587358349
"Hucuktlis","BYB",2002,"1",-0.477938703520533,-0.267646444521303,0.0567567166587528,0.364566923614111,0.531357530877628,1.31034587358349
"Hucuktlis","BYB",2003,"1",-0.974839903906183,-0.798856426371432,-0.438531833701499,-0.0241711156511082,0.225389887073685,1.31034587358349
"Hucuktlis","BYB",2004,"0",-0.195554138107939,0.00304440713916279,0.355994531415256,0.714685564102869,0.9401487321181,1.31034587358349
"Hucuktlis","BYB",2005,"0",0.0125381378607858,0.216218335642913,0.596087391805039,0.997137205667286,1.24794845103189,1.31034587358349
"Hucuktlis","BYB",2006,"1",-0.180657775743934,0.0287285423302734,0.382920126080851,0.736981591310407,0.946707346781786,1.31034587358349
"Hucuktlis","BYB",2007,"0",-1.45249749006131,-1.27532766412444,-0.943760184485763,-0.581295824087635,-0.357541274360844,1.31034587358349
"Hucuktlis","BYB",2008,"0",-0.451884461970534,-0.239902407794698,0.0905293023363027,0.420085233459325,0.627709231812729,1.31034587358349
"Hucuktlis","BYB",2009,"0",-0.838757079052637,-0.641012629580709,-0.298911896447781,0.0526668565474495,0.271664873169306,1.31034587358349
"Hucuktlis","BYB",2010,"0",-0.489741241209754,-0.297817010512285,0.0449564229429793,0.377386871363061,0.564979322744858,1.31034587358349
"Hucuktlis","BYB",2011,"0",-0.597768344114775,-0.398623014930472,-0.0697292091399238,0.257759642130169,0.462754337661445,1.31034587358349
"Hucuktlis","BYB",2012,"0",-1.07028642884998,-0.874865701727848,-0.53506955776262,-0.190285748197688,0.038372094532694,1.31034587358349
"Hucuktlis","BYB",2013,"0",-0.694409377097652,-0.496108688083341,-0.149282877152197,0.195225857987587,0.410197312032794,1.31034587358349
"Hucuktlis","BYB",2014,"0",-0.603825019678533,-0.350569480718322,0.0710043221867949,0.508377823278416,0.759729078393267,1.31034587358349
"Hucuktlis","BYB",2015,"0",-0.491902088675902,-0.212199830902858,0.237619816933061,0.684448178859964,0.948296219748443,1.31034587358349
"Hucuktlis","BYB",2016,"0",-0.533370235292177,-0.260526254097795,0.200296763163691,0.659444910629494,0.918265935703784,1.31034587358349
"Hucuktlis","BYB",2017,"0",-0.607877720201012,-0.332017718859853,0.139004668039973,0.601404797402199,0.870158882723758,1.31034587358349
"Hucuktlis","BYB",2018,"0",-0.571118275436022,-0.307075649236948,0.155132539424925,0.609595610719901,0.887626090010123,1.31034587358349
"Hucuktlis","BYB",2019,"0",-0.642473052223902,-0.377884935730741,0.0649330798670187,0.505877156245827,0.764905194796068,1.31034587358349
"Hucuktlis","BYB",2020,"0",-0.544853635784047,-0.304990407020549,0.119697999955761,0.548237879749145,0.795320310340376,1.31034587358349
"Hucuktlis","BYB",2021,"0",-0.518787452990405,-0.24150290365532,0.192336264838601,0.619064024881345,0.866110167624711,1.31034587358349
