"cu","Rmeas","year","enhanced","2.5%","10%","50%","90%","97.5%","line_y"
"Hucuktlis","BYO",1982,"1",-0.549531009720135,-0.264872267101736,0.107614126748135,0.416510019696027,0.589688997918472,1.40689169297372
"Hucuktlis","BYO",1983,"1",-0.520187343018861,-0.240604001191728,0.138695116809926,0.448643340484045,0.619928647894041,1.40689169297372
"Hucuktlis","BYO",1984,"1",-0.544597275241976,-0.24502696368082,0.167990889767746,0.490756481552109,0.664143691672054,1.40689169297372
"Hucuktlis","BYO",1985,"1",-1.2403453807013,-0.997667794244837,-0.640178434573086,-0.324598333167602,-0.140494694712512,1.40689169297372
"Hucuktlis","BYO",1986,"1",-1.0039888188411,-0.766133777872141,-0.376446327560934,0.0225327244353266,0.24253661493857,1.40689169297372
"Hucuktlis","BYO",1987,"1",-0.989336141011445,-0.72774353982414,-0.347528125623679,-0.0254676877103582,0.160052868944243,1.40689169297372
"Hucuktlis","BYO",1988,"1",-0.563649668942105,-0.270770018735116,0.132475894686699,0.437568773157826,0.611894750120249,1.40689169297372
"Hucuktlis","BYO",1989,"1",-1.01515475508789,-0.727097647807,-0.319886885202591,0.012943083866085,0.185256942634398,1.40689169297372
"Hucuktlis","BYO",1990,"1",-1.62005064539962,-1.34695044945272,-0.954837970633922,-0.597574448138403,-0.381770367832017,1.40689169297372
"Hucuktlis","BYO",1991,"1",-1.34630893544073,-1.07491023509675,-0.675516876916389,-0.348872419416786,-0.153542676603638,1.40689169297372
"Hucuktlis","BYO",1992,"1",-0.754990031107077,-0.483055936773381,-0.106389564077597,0.191866858448171,0.353545155762827,1.40689169297372
"Hucuktlis","BYO",1993,"1",-0.143658868748603,0.181088650168437,0.618645446919388,0.933088923119148,1.10210502264716,1.40689169297372
"Hucuktlis","BYO",1994,"1",-1.40980038924173,-1.17772449475029,-0.810384218361398,-0.460828259143489,-0.255684685344334,1.40689169297372
"Hucuktlis","BYO",1995,"1",-1.13687788512851,-0.916224723901791,-0.532158781981,-0.127876695987523,0.0992600739556391,1.40689169297372
"Hucuktlis","BYO",1996,"1",-0.952654313363946,-0.636794428442874,-0.236100005364427,0.0807642638645231,0.26906302106651,1.40689169297372
"Hucuktlis","BYO",1997,"1",-1.2852505925723,-0.989587741788289,-0.584477018973044,-0.246845433456979,-0.0428888387285925,1.40689169297372
"Hucuktlis","BYO",1998,"1",-0.710553977186663,-0.399470081481883,0.0490052158732084,0.388899484740216,0.581256912583063,1.40689169297372
"Hucuktlis","BYO",1999,"1",-1.12451518940973,-0.883898286551695,-0.535371238557618,-0.194480351456509,-0.00530036697487765,1.40689169297372
"Hucuktlis","BYO",2000,"1",-0.62627093454994,-0.363805560251293,0.0346487793844634,0.350247312746518,0.53249991286236,1.40689169297372
"Hucuktlis","BYO",2001,"1",-0.441733707484299,-0.161914945089592,0.236752470292814,0.580206807441315,0.765520374668842,1.40689169297372
"Hucuktlis","BYO",2002,"1",-0.789561837659452,-0.530255103874877,-0.165989896417422,0.180621930244829,0.373561415374033,1.40689169297372
"Hucuktlis","BYO",2003,"1",-0.439902510845263,-0.207531686296501,0.205844750756119,0.622935459872387,0.876367707667194,1.40689169297372
"Hucuktlis","BYO",2004,"0",-0.679464168540906,-0.471032533262419,-0.0743479679441421,0.373546163048778,0.610907888772509,1.40689169297372
"Hucuktlis","BYO",2005,"0",-0.759994089766154,-0.52084642470572,-0.0528282499869821,0.437483757517557,0.732618414285484,1.40689169297372
"Hucuktlis","BYO",2006,"1",-0.867915484205433,-0.655845630173003,-0.263301513528159,0.172736397963249,0.419782182147743,1.40689169297372
