"date","sensor","staff","year"
2017-12-20,1.74825,1.56825,2017
2017-12-21,1.739875,1.559875,2017
2017-12-22,1.694125,1.514125,2017
2017-12-23,1.62404166666667,1.44404166666667,2017
2017-12-24,1.631875,1.451875,2017
2017-12-25,1.63504347826087,1.45504347826087,2017
2017-12-26,1.63404166666667,1.45404166666667,2017
2017-12-27,1.64708333333333,1.46708333333333,2017
2017-12-28,1.674625,1.494625,2017
2017-12-29,1.69725,1.51725,2017
2017-12-30,1.710125,1.530125,2017
2017-12-31,1.713625,1.533625,2017
2018-01-01,1.70883333333333,1.52883333333333,2018
2018-01-02,1.70491666666667,1.52491666666667,2018
2018-01-03,1.70204166666667,1.52204166666667,2018
2018-01-04,1.69925,1.51925,2018
2018-01-05,1.77041666666667,1.59041666666667,2018
2018-01-06,1.87779166666667,1.69779166666667,2018
2018-01-07,1.94058333333333,1.76058333333333,2018
2018-01-08,1.99195833333333,1.81195833333333,2018
2018-01-09,2.02125,1.84125,2018
2018-01-10,1.99329166666667,1.81329166666667,2018
2018-01-11,1.97266666666667,1.79266666666667,2018
2018-01-12,1.94854166666667,1.76854166666667,2018
2018-01-13,1.95129166666667,1.77129166666667,2018
2018-01-14,1.94991666666667,1.76991666666667,2018
2018-01-15,1.94025,1.76025,2018
2018-01-16,2.006125,1.826125,2018
2018-01-17,2.402375,2.222375,2018
2018-01-18,3.148375,2.968375,2018
2018-01-19,3.16908333333333,2.98908333333333,2018
2018-01-20,2.991,2.811,2018
2018-01-21,3.556375,3.376375,2018
2018-01-22,3.40029166666667,3.22029166666667,2018
2018-01-23,3.13966666666667,2.95966666666667,2018
2018-01-24,3.021625,2.841625,2018
2018-01-25,2.92308333333333,2.74308333333333,2018
2018-01-26,2.692625,2.512625,2018
2018-01-27,2.6435,2.4635,2018
2018-01-28,2.816,2.636,2018
2018-01-29,3.50970833333333,3.32970833333333,2018
2018-01-30,3.4955,3.3155,2018
2018-01-31,3.18566666666667,3.00566666666667,2018
2018-02-01,2.923125,2.743125,2018
2018-02-02,2.78,2.6,2018
2018-02-03,2.63879166666667,2.45879166666667,2018
2018-02-04,2.63033333333333,2.45033333333333,2018
2018-02-05,2.64429166666667,2.46429166666667,2018
