"AIC","deltaAIC","r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","BIC","deviance","df.residual","nobs"
1015.06811297835,52.4,0.876133492197305,0.875608634113395,2.02419460348511,1669.27693229166,5.15276934740968e-109,1,-504.534056489173,1025.48492499936,966.977855095661,236,238
991.191952537299,28.5,0.888894403097942,0.88794882354984,1.92116804649001,940.052484089339,7.48122276995735e-113,2,-491.595976268649,1005.08103523198,867.358365770745,235,238
973.131613655387,10.5,0.897875369569948,0.896566079436229,1.84581698342491,685.772653781343,1.35838053504638e-115,3,-481.565806827694,990.492967023745,797.247438694162,234,238
962.672517667068,0,0.903083983754901,0.901420189484598,1.80198484385897,542.785847910695,8.73463033082044e-117,4,-475.336258833534,983.506141709096,756.585804956902,233,238
963.153867722754,0.5,0.903700424620188,0.901625002737003,1.80011193361057,435.429746569446,1.03535120500182e-115,5,-474.576933861377,987.459762438454,751.773489858308,232,238
1393.77750432979,431.1,0.391850727520745,0.389273823823799,4.4851855226486,152.062619951667,2.68459377197966e-27,1,-693.888752164895,1404.1943163508,4747.58584472808,236,238
1303.94556050004,341.3,0.586535415656139,0.583016568129809,3.70609496979668,166.683952989503,8.54086949205163e-46,2,-647.972780250019,1317.83464319472,3227.75788241078,235,238
1278.57571247963,315.9,0.631451432467496,0.626726450832464,3.50647504494227,133.641034239323,1.85805782729458e-50,3,-634.287856239814,1295.93706584799,2877.11593434787,234,238
1274.42888982941,311.8,0.640848065463494,0.634682367016515,3.46890544368798,103.937627014102,1.17157721981998e-50,4,-631.214444914707,1295.26251387144,2803.76005969881,233,238
