"date","mtemp","mair","year"
2019-01-15,5.2915,0.542708333333333,2019
2019-01-16,5.27870833333333,0.936,2019
2019-01-17,5.40866666666667,4.30691666666667,2019
2019-01-18,5.4845,5.71379166666667,2019
2019-01-19,5.33320833333333,5.10004166666667,2019
2019-01-20,5.07541666666667,2.73454166666667,2019
2019-01-21,5.078,1.45325,2019
2019-01-22,5.17195833333333,2.911875,2019
2019-01-23,5.20308333333333,3.08820833333333,2019
2019-01-24,5.323,4.46183333333333,2019
2019-01-25,5.42954166666667,4.93970833333333,2019
2019-01-26,5.49225,4.563625,2019
2019-01-27,5.51308333333333,4.48141666666667,2019
2019-01-28,5.4505,3.2665,2019
2019-01-29,5.239625,1.16154166666667,2019
2019-01-30,5.200375,2.20775,2019
2019-01-31,5.37754166666667,4.43120833333333,2019
2019-02-01,5.41416666666667,4.55466666666667,2019
2019-02-02,5.28904166666667,3.19820833333333,2019
2019-02-03,4.99479166666667,0.275125,2019
2019-02-04,4.33591666666667,-2.67041666666667,2019
2019-02-05,4.13541666666667,-2.87370833333333,2019
2019-02-06,4.12233333333333,-2.30766666666667,2019
2019-02-07,4.25008333333333,-1.05633333333333,2019
2019-02-08,4.2995,-0.757791666666667,2019
2019-02-09,3.84641666666667,-1.16141666666667,2019
2019-02-10,3.31770833333333,-4.20620833333333,2019
2019-02-11,3.28916666666667,-3.52975,2019
2019-02-12,3.284,-0.830083333333333,2019
2019-02-13,3.62241666666667,-0.84125,2019
2019-02-14,3.26816666666667,-1.56258333333333,2019
2019-02-15,3.640625,1.29604166666667,2019
2019-02-16,4.059875,1.59341666666667,2019
2019-02-17,3.91929166666667,0.53425,2019
2019-02-18,4.04166666666667,1.119,2019
2019-02-19,4.33333333333333,2.10079166666667,2019
2019-02-20,4.30720833333333,1.72241666666667,2019
2019-02-21,3.87495833333333,0.186958333333333,2019
2019-02-22,4.27858333333333,1.86520833333333,2019
2019-02-23,4.20825,1.553375,2019
2019-02-24,4.41670833333333,1.486,2019
2019-02-25,3.93741666666667,-0.510291666666667,2019
2019-02-26,3.57291666666667,-1.38904166666667,2019
2019-02-27,3.44779166666667,-0.752458333333333,2019
2019-02-28,3.91154166666667,0.984208333333333,2019
2019-03-01,3.760375,0.01725,2019
2019-03-02,3.84904166666667,1.11575,2019
2019-03-03,4.265625,1.805,2019
2019-03-04,4.08845833333333,1.20529166666667,2019
2019-03-05,3.91675,0.443833333333333,2019
2019-03-06,3.937375,1.16466666666667,2019
2019-03-07,4.002625,0.936875,2019
2019-03-08,3.99220833333333,0.790625,2019
2019-03-09,4.1145,1.08775,2019
2019-03-10,4.24745833333333,2.08525,2019
2019-03-11,4.52079166666667,2.84341666666667,2019
2019-03-12,4.5235,2.60116666666667,2019
2019-03-13,4.66933333333333,3.37620833333333,2019
2019-03-14,4.9765,4.60825,2019
2019-03-15,5.23420833333333,5.59204166666667,2019
2019-03-16,5.38283333333333,5.96608333333333,2019
2019-03-17,5.62233333333333,6.69,2019
2019-03-18,5.85679166666667,7.504,2019
2019-03-19,6.109375,7.74241666666667,2019
2019-03-20,6.35425,8.53058333333333,2019
2019-03-21,6.828125,8.76608333333333,2019
2019-03-22,7.41416666666667,9.242,2019
2019-03-23,7.59633333333333,8.07104166666667,2019
2019-03-24,7.554625,6.98741666666667,2019
2019-03-25,7.59366666666667,6.80433333333333,2019
2019-03-26,7.940125,7.15695833333333,2019
2019-03-27,7.88283333333333,7.027625,2019
2019-03-28,8.56770833333333,9.23820833333333,2019
2019-03-29,8.83075,9.05325,2019
2019-03-30,9.145875,9.53204166666667,2019
2019-03-31,9.64845833333333,9.47016666666667,2019
2019-04-01,9.97133333333333,9.81720833333333,2019
2019-04-02,10.0130416666667,10.121875,2019
2019-04-03,10.40625,9.605375,2019
2019-04-04,10.3646666666667,11.00875,2019
2019-04-05,10.24225,8.66129166666667,2019
2019-04-06,8.71879166666667,6.57641666666667,2019
2019-04-07,7.66920833333333,7.07333333333333,2019
2019-04-08,7.47666666666667,6.207625,2019
